review,rating,app_name
"1 STAR. temu is genuinely one of the WORST online shops ive ever shopped at. it tell you ""you get 4-8 free gifts"" and requires you to water a plant for 4 days that only goes up .20% everytime its watered and makes you wait, even then its not 100% free. it will say free then you go to checkout and it costs money. the quality of the products are trash. absolutely trash. clothing from temu rips, candles from temu smell like old furniture, anything you buy will be trash.",1,Temu
👎 scammed by you!!!!!! even the name is horrible!!!,1,Temu
good,5,Temu
Very respectful and always want to please.,5,Temu
I cant complain very much everything is usually good quality if its not they nor ally fix issues quickly,5,Temu
super,5,Temu
The shorts fit well and are light weight. My husband loves them.,5,Temu
I waited 3 hours for the free gift,1,Temu
some products seem cheaply made,4,Temu
good,5,Temu
update,5,Temu
temu makes life a lot easier,5,Temu
The items are beautiful but you sent me 4 items that were too small!!!,2,Temu
Have to go past that at damn spinning wheel and and other screens b before you can shop. It's a waste of time.,1,Temu
"Scam heaven. ""Get three items for a penny!!"" plays fake animation pretending to box up your items. ""Oh, almost! Buy one more item for $50 to get your last item free!"" You scroll through a curated list rather than being able to search for something speciffically you want. you then have to buy and order it before it updates. ""Plays another fake animation, oh that's not gonna do it! Buy one more item for $25 dollars to ship your free items!"" and the cycle repeats, free items cost you $100's.",2,Temu
remarkable services,5,Temu
Good,5,Temu
"Temu sells what grocery stores sell,but their prices are slightly higher.the shipping is faster too",5,Temu
Must of the items I've received have been fantastic. A few didn't work out...but it was worth the try!,5,Temu
adds all the time stop please stop,1,Temu
I LOVE temu,5,Temu
does this place work with Business Empire Rich Man,4,Temu
so far all that I have ordered is exactly what I wanted and expected.,5,Temu
The rings turned black in less than a week. The hairbrush I bought broke into 3 pieces (and I did not drop it or anything). I will never order from them again.,1,Temu
if only they had a deal that allowed users to save money especially on their first purchase and allowed them to participate In some kind of fun easy game as a way of making the user feel like they have won something even before they make a purchase. that would be so nice I wish they would do that Kinda thing...If they did I would give 5 stars but for now only 4. looking forward to updates!,4,Temu
سئ جدا بما انه يخدع المشتري ويوهمه بالبيع مجانا ثم يستغله ويضغط غليه للنشر وجلب الزبائن مع الدفع حتى لو كنت تملك كوبونات مجانية,1,Temu
idiots group of scams,1,Temu
⭐️⭐️⭐️⭐️⭐️I am a loyal Temu customer! I've done close to 100 orders over a few years and will confidently say Temu is the absolute best out there👍! The prices are very affordable for good quality items. The local warehouses are quick with shipping also. You also get free gifts with purchases which I love. The absolute best. Thank you for bringing affordability to the Americas.,5,Temu
"Nice stuff and reasonable prices. you just have to look a bit as offers change and prices fluctuate. But if your patient, lots of good deals to be had.",5,Temu
Where is my delivery,1,Temu
"I do not recommend this app to anyone any more, its nothing but scams left and right even through the app itself. had the reimbursement thing on my page spent $80 was supposed to get like most of it back in store credit and it never happened ecerytime I get on its another new scam that doesnt really work like it says it does. im done with all the false advertisment from this company time for a lawsuit",1,Temu
"Temu made online shopping simple and enjoyable. The app/website is easy to navigate, there are lots of options to choose from, and checkout was quick. My order arrived in good condition and matched the descriptions perfectly. Overall, a positive experience!",5,Temu
Scammer. they use people to follow the other shop page and pay them but definitely they not paying them..,1,Temu
Nice item. Think it will be great for party bag.,5,Temu
one of the best app and easy to order and fast delivery excellent service and products,5,Temu
products are better than expected.,5,Temu
very fast delivery service thankyou Temu,5,Temu
Best app ever. TEMU I love you so much. you sell quality and the app is considerate.,5,Temu
too much Stuff 😞,1,Temu
"things take a while to come. It will be easier if u just open a temu in America. Free is not free and this is everyone I know biggest complaint. item is technically not free if I have to spend to get it. If it feels like a scam normally it is. your clothes are good, the return policy is excellent.",2,Temu
"So far everything I've bought from Temu has been decent quality, good pricing, and I enjoy shopping on here. Definitely a thumbs up.",5,Temu
products are fine but service and delivery is minus also the deals are desighned to make you spend more to get free stuff also when they say 100% cash back you dont get it only get credits to spend again in there store becomes a massive circle and trying to speak to a robot is absolutly a joke delivery is absolutly horrendoes and any compensation is given has to be spent in there app also the withdraw cash bonus isnt good but some products are amaizing value so we have to put up with it,1,Temu
Great=,5,Temu
Happy with the service,5,Temu
love it,5,Temu
Good app,5,Temu
the games and winning the actual prizes are confusing.,3,Temu
great prices are great love it,5,Temu
"too many emails and notifications and keeps popping up every other app, and interrupts what your doing trying to get you to download it, and hard to uninstall it, also pretends it's giving you bonuses but it's not, you think your using up the bonus credit to purchase items, but then it shows your charged for the items they given you to choose from and makes it confusing to use some of the so called credit they have given you, I hate bad service, I mean I would just order stuff when I want",1,Temu
money back if not 100% happy cheap and cheerful,5,Temu
It's the biggest run around scam out there. Just uninstall and unsubsribe. You'll save yourself alot of wasted time.,1,Temu
Temu is Now Thieves,1,Temu
love Temu lots of things at really good prices,5,Temu
don't let a tariff price full you the same items on amazon costs a lot more than temu and if you want stuff that stands out and want to break cultural norm then set your own trend and shop been doing it for 3 years strong,5,Temu
"99% of products are the biz I've run amuk with this app, confusing terms and freebies don't materialise.",4,Temu
got my order,5,Temu
very good,5,Temu
love to shop but everytime i pust tge search bar ads and more pop ups keep blocking me been tryne get to the search bar for 20 minutes its frustraiting !!!!,1,Temu
very easy to use and good service any no complent,5,Temu
good,5,Temu
fabulous,5,Temu
GREAT ONLINE PLACE TO SHOP FOR EVERYTHING IN ONE PLACE ALSO GREAT DELIVERY SERVICE ALSO OPTION TEMU TO PRECISE DELIVER THANK YOU TEMU,5,Temu
good night my my my friend 🧡 my favorite,4,Temu
"its wonderful, and superb, i like the way temu handle things, good customer relation",5,Temu
I've bought several different items,4,Temu
love the app,5,Temu
Mostly everything i buy is as good as advertised and I will continue to shop here as long as it exists,5,Temu
it.depends what you order some things good value others not as advertised,5,Temu
"I love temu, even when I have to do a return, it always works out. no matter what.",5,Temu
Excellent and reliable app,5,Temu
I love this shopping app I can get everything I need and more.,5,Temu
Temu is a scam and total fraud platform Don't waste your Time and Money Products and Services are Pathetic,1,Temu
waste of money. I've purchased few times from temu but sorry to say they just always misguide us.,1,Temu
"I like temu, now let me shop, ok?",5,Temu
most products are h Great,5,Temu
addicted,5,Temu
I love the products,5,Temu
unable to disable the annoying promotion push notification in app.,2,Temu
this app is good but the problem is they deliver in a dirty package like when I open what i order it was dirty little clean but i recommend you to still buy this app,4,Temu
"when the items you order are from overseas its legit you will get your money's worth and very satisfied , don't trust the pictures posted on the some are decieving and not detailed be observant on what you buy thank you TEMU for the experienced i really love my leg massager so much keep safe and God bless",4,Temu
I was hesitant but Temu has some great quality item. Read the reaview,5,Temu
Just love Temu!!! Great value...affordable prices!,5,Temu
do you deliver in Vietnam,3,Temu
"Had to delete my account, constant scam attempts and spam messages that you cannot turn off.",1,Temu
so many ads. just opened and bombarded with stupid ads with fake discounts. don't put so many stupid ads. this is why I deleted in the first place. annoying ads all the time. it's like there desperate to sell,1,Temu
Haven't had any problems with any of my orders! Good quality!! Always Happy with my purchases. I'm a frequent buyer!! Thank you Temu ❤️,5,Temu
they have great customer service & good deals.,5,Temu
broken promises false advertisement. fake promos. too many notifications all day long just to try to get you back on their site to spend more money. But some products are exceptionally priced.,2,Temu
muy. buena. la compañia de articulos,5,Temu
All Advertising is Fake and Scam.,1,Temu
better than expected,5,Temu
Affordable prices. top quality products.,5,Temu
Overall I love Temu and I order a lot. l just never get any free items for as much as I spend.,5,Temu
"I love temu , they have everything you could ever want , some cheep item are a bit flimsy, but ...you get what you pay for , I have had loads of different items and only once or twice have I been disapointed , but didn't read the small print , I will continue to shop at temu I buy lots of clothes and house wear items etc they are very reasonable priced , I am extremely happy with temu",5,Temu
"it takes a little time to receive items ,,, but you just can't beat the prices",5,Temu
don't like this cheap cloth one time to wear them,1,Temu
clothing items are not US sizing. Difficult to return. Unable to access account within temu app.,2,Temu
very good service price and fast delivery excellent,5,Temu
no way to return when the package is a waste,1,Temu
it's good but there are a few times that the product's have damage but you can talk to them and they'll find a solution,4,Temu
cant buy from Temu Jamaica,1,Temu
has nice stuff on its and you get a great delivery services and if it's late you get a 5euro return so we're would you go wrong,5,Temu
nice,5,Temu
it's good. but in free items I recieve only one. I select 6 but only one free item delivered in my consignment,5,Temu
stop with all the promotions!,3,Temu
"fast, free post and package Love shopping temu. Strange and wonderful things to buy.april 20 and I'm still loving shopping at temu. I took a pause but missed Temu so much that I returned you can't beat the deals and prices.still loving temu.",5,Temu
tema makes me feel safer and happy with the world,5,Temu
good shipping product,5,Temu
this app is easy to use for someone who is not good with computer stuff.,4,Temu
temu is a #1 fraud and liars they said 10 item's free after 136AED order but when i placed order they give 2 item's free only 100% fraud,1,Temu
sometime give you the wrong color of the same thing other than that perfect,4,Temu
"I enjoy shopping with Temu. Speedaf, the courier in Nigeria, they make sure your parcel get to you but I can't say the same for TGG and Sharp courier. I would like Temu to do something about this.",5,Temu
Temu is a good shopping app,5,Temu
excellent,5,Temu
good,5,Temu
the ads are annoying when I click the x it sents me the the link,1,Temu
"I’m so sick of this app. Temu is very clickbait, especially with the claims that you can get items for free or redeem rewards. There’s a lot of work required before you actually get anything. Just when you feel like you’re close, they make it harder again. It’s really frustrating.",1,Temu
cool,5,Temu
"I love shopping at Temu, but duty is killing me",5,Temu
really like this shopping site very professional with communication Temu offers some very good items but better than others.,5,Temu
Nice easy to use measure,5,Temu
i love temu*,5,Temu
love it,5,Temu
I like temu,5,Temu
"not all off my orders were as expected, but the quality of the item was good..depending on the price.",4,Temu
you can't sreach anything but they are very low prices so 3 stars for me,3,Temu
some really good stuff and great customer service,5,Temu
This app promise people free gifts but they never come & you have to do a lot of work for you to get those free gifts this app(shop)has failed customer service & needs it should stop operating with immediate Effect NOW,1,Temu
Worst experience. this app and company are cheating people. Don't believe them. I hate temu,1,Temu
You have to really read what your buying and expect to get what you pay for. Everything I bought is what it says it is.,5,Temu
"Temu is good. You only need to make sure you order the correct thing. However, so far, I've got all my things very good",5,Temu
great service and quality products,5,Temu
"Don't Use this TEMU app This App has cheated me out of by not sending me the free items.... . (if there's one app in the world that's the worst, it's TEMU app ).",1,Temu
difficult annoying app.,1,Temu
my favorite online store as of late,5,Temu
okay 👍,5,Temu
more promos here .. love it,5,Temu
"This app has allowed me to stock up on much needed craft items and a very reasonable price. Im appreciative that Temu exists. Dont hesitate, just check it out for your!",5,Temu
"Temu lies about everything and tries to get you addicted to buying their shady, misrepresented products with fake deals and free items. They spin a wheel that pushes prices down to the very last 0.1 and a half of a penny to prevent you from getting the free item. They relentlessly flood you with emails and texts with fake deals to encourage you to buy terrible products. why is this even legal 🤷🏾‍♂️🙄",1,Temu
"I ordered Hair Dye u sent Black ,what is next to get hair dye for me?",1,Temu
I need my items right now please,5,Temu
so far so good 👍 and fast divelery,5,Temu
great 👍,5,Temu
"This app is not so good if you want to order eligible stuff,you order headphones and what comes is a trophy. I would give it 1/5 but at least there are some stuff that when you order they come out perfect..",1,Temu
SCAM APP. They offer freebies but in the checkout they will bill too much price. scam,1,Temu
thieves,1,Temu
good products and prices way to many adds and pop ups.,3,Temu
I've saved so much on items I wanted but found loads of very useful gadgets for the home to make my life easier,5,Temu
Great so far,5,Temu
Temu is my go to shopping app. I no longer shops Amazon. I've been using Temu for 7 months and I absolutely love it.,5,Temu
way too many bogus deals,1,Temu
Nice job great app,5,Temu
it is not working in my phone l don't know why,2,Temu
Why cant I open temu up,4,Temu
does temu give free gift,5,Temu
"You can't go wrong shopping on Temu, there are great bargains, you won't be able to resist spoiling yourself",5,Temu
I've ordered from there many times and had almost no complaints.,5,Temu
best online shopping clothing app store,5,Temu
Amazing App!!!,5,Temu
"very addictive, get excited when a parcel arrives need to stop buying when im bored.",5,Temu
if a person buy for reselling then price ? how much benifits per/pair ? please,5,Temu
I love the fact that it's easy to shop without leaving home. Some things are of very good quality although I've ordered some not so good. Nevertheless it's very handy. I've been getting some very good stuff from this app. Thanks ❤️,4,Temu
somethings you have to make sure of if you can however as a whole Temu is great to shop they have all you need and the prices aren't terrible.,5,Temu
"lovely shopping experience, but dont fall for the offers coming, you'll end up spending much more than required",5,Temu
rubish how do I stop Goole play from keep bringing this add up on my phone can't get rid of it if you don't stop this app I will report google play,1,Temu
excellent value item great shipping,5,Temu
love temu,5,Temu
nice mode of online marketing,5,Temu
"I paid a month ago, so right now there's no information about the delivery, no delivery has arrived, and no contact number. Please let me know if there's a contact number or any delivery information. I even called the Ajex. They say there's no shipment yet.",1,Temu
not that the tariffs have taken over... I will no longer be purchasing from temu.. it was so fun while it lasted. 😐 just waiting for my last order and I Will permanently DELETE this app... I can easily walk into a Walmart.. and get it much cheaper and not have to wait 3 weeks for my order to come in.,1,Temu
not good or good,5,Temu
99% of my orders were excellent,5,Temu
Great app,5,Temu
I love temu low prices great products fast shipping.,5,Temu
Good about it,5,Temu
thank you temu I really enjoyed all your products,5,Temu
"Great place to shop, cool prices quick delivery on most items, have been shopping with them a few years now no problem to get in touch with free returns a bonus.",5,Temu
I'd give 5stars if they'd just stop with their scam offers. Rather annoying shopping and constant pop ups say 3 items for 0.01p but then have to spend over £100 and offer keeps changing. It is scammy and a civil lawsuit you should probably prepare for. Just stop with the stupid offers and I'd be happy to use this app. Sick of the offers OMG!!!!,1,Temu
everything is not awesome as I got an offer for 3 gifts just got to get a certain amount but just spent $77 on boots and it only took 3.80 off the gifts so on that math I have to make another 16 $77 purchases which is way more than the gifts actually are . used to love it 😞,2,Temu
It always gives me amazing deals! I recommended downloading,5,Temu
excellent,5,Temu
the activity here is not actually fr I think and I'm looking for other prod but ugh,1,Temu
Total SPAM. I don't understand how Google even allows like that app.,1,Temu
good and cheap.. no middle man,4,Temu
do not buy anything,1,Temu
does not work well in my country,1,Temu
temu is such a great app and everything I purchased from this is highly recommend,5,Temu
great collections of everything. prices are very affordable.,5,Temu
TEMU. it's true SHOP Like a Billonaire. LOYALITY SHOPPER,5,Temu
SCAM!! DO NOT WASTE YOUR TIME.,1,Temu
thank you temu and J&T to deliver my item,5,Temu
I have loved every single item I have received. I am very happy with my purchases so far.,5,Temu
I installed this app and within 20 minutes I had a notification on my emails saying my account was trying to be accessed in China. ive never had this with any other app. instant uninstall,1,Temu
love shopping with Temu.,5,Temu
have had a few nasty experiences with gifts that have to be paid for....and not receiving items,5,Temu
Temo you guys are wonderful the best and the best and the best online shopping markets,5,Temu
Very nice indeed,5,Temu
Good quality. Good price,5,Temu
this app is scam dont download it,1,Temu
