review,rating,app_name
great job,5,Temu
excellent,5,Temu
good,5,Temu
it all fake I spent 20 dollars on a light,1,Temu
good for seeing market values and prices setting up business ideas etc at good pricing allot of country's don't offer shipping in some countries,4,Temu
I hate you,1,Temu
Best app,5,Temu
Good platform,5,Temu
delet app,5,Temu
Everyone get onboard if they have listings for things you wouldn't be caught dead in TELL THEM this way they will stop wasting time effort and money on things that the time effort and money could be used for more a more updated aspect also is this strictly for businesses only?,4,Temu
good,5,Temu
good 😊 CTyhyi b,5,Temu
am new here no experience,5,Temu
𝙚𝙭𝙘𝙚𝙡𝙡𝙚𝙣𝙩,5,Temu
very nice products,5,Temu
super,5,Temu
good,5,Temu
best for online shopping,5,Temu
its a solution for our needs,3,Temu
I want to unstall parment I don't want this app,5,Temu
I love this app,5,Temu
this app is so cring time wast e😠💔🤮🤮 do not installed,1,Temu
very good I love this app,5,Temu
A great app cut out the drop shipping middle man and order from real manufacturing firms in china,5,Temu
bulk buying not for me,1,Temu
the app is awesome,5,Temu
SAMIGoogle,5,Temu
Always on point,5,Temu
good 👍😊,5,Temu
it is an amazing,5,Temu
Good & informative,4,Temu
keeps popping as an add and it's irritating,1,Temu
nice,5,Temu
It's such a nice experience Great platform Thank you Alibaba.,3,Temu
to mach adds,1,Temu
awesome,3,Temu
good,5,Temu
ok,4,Temu
horrible ads,1,Temu
The quality of items is amazing and the prices are fantastic.,5,Temu
good,5,Temu
good,5,Temu
love this app,5,Temu
it keeps on popping up on my phone whenever I'm online. I don't like it.,1,Temu
great,4,Temu
"disaster of aplication, every 2 minutes it crashes, this is rating for application, not Alibaba site.",2,Temu
Products are very nice.,5,Temu
best prices,5,Temu
good,5,Temu
hello I need this meshin,5,Temu
good,5,Temu
A nice app,5,Temu
nice,2,Temu
"simple,convenient and user friendly",4,Temu
quit,1,Temu
"super good, nice product advertising wonderful experience",5,Temu
good,5,Temu
l so much like this app,5,Temu
Good,5,Temu
Don't want these contacts,1,Temu
yay,5,Temu
mere sath bhot Badi scam huii hai ik business tha Alibaba mall operation usme main investment ki 1 lakh rupees scam huaa wo wapis nhi kar rahe itni Gandi service I never saw anywhere,1,Temu
User friendly app.,5,Temu
great app,5,Temu
very good experience with Ali baba,5,Temu
worst,1,Temu
you have too many ads that even you can't give a person space to use her phone pliz reduce your ads please,1,Temu
I don't want it it's forcing itself into my phone.wrong!!!!,5,Temu
I love it,5,Temu
poor,1,Temu
good work,5,Temu
Very good,5,Temu
very good 👍,5,Temu
super good,5,Temu
the prices on this app are fair cool and out of this world especially if you want to get someone anything they like for a gift discuss the limit,5,Temu
they was not delivered in Pakistan,2,Temu
not user friendly. confusing to use and wont let me even add stuff to my cart. only let's u buy in bulk (why would I need 20 of the same damn labubus lol),1,Temu
really good,4,Temu
it helps you do what you need and want,5,Temu
It's quite good app.,3,Temu
very much disturbing pop up,1,Temu
good,5,Temu
this is fruad,1,Temu
Excellent Experience,5,Temu
very good app,5,Temu
is very good prices and its like AliExpress and it has free shipping and very good stuff u can also get mestry precis and my kids love it!😆,5,Temu
good,2,Temu
easy and priced right,5,Temu
nice app,5,Temu
It help's to buy better good's at the best price and it's a good market place.,5,Temu
very nice service and ofce work any time answer available and so cute leng and trustworthy people meeting without reason nice words any working means and woman,5,Temu
good product and best quality 💯 parfect,5,Temu
Nice 👍,4,Temu
it has been fun and realistic.,5,Temu
perfect for orders,5,Temu
good vendors,5,Temu
Spamming emails even after unsubscribed.,1,Temu
I will buy from here again,5,Temu
it's good in buying,5,Temu
not available delivery in india,1,Temu
"why is the shipping so high on 2 items, shipping $80.00 .",1,Temu
Always disrupting with adverts .,1,Temu
"I don't recommend this app. Their trade assurance policy is garbage. After a supplier failed to deliver the goods on time as promised, provided alot of false information, despite providing concrete evidence, alibaba was biased in taking the chinese company side. Imagine being told that I need to pay $862.72 USD of destination port fees after my package arrived in addition to a prepaid $1074 USD of freight and additional port fees for a package less than 1 cubic meter and alibaba agrees.",1,Temu
nice one,3,Temu
Low prices,5,Temu
Excellent for now!,5,Temu
great app easy for a shopping and quickly in a time delivery,5,Temu
super app,5,Temu
so easy and helpful looking for items to sell online and in my small store experience was unbelievable and it took me no time to find what I was looking for,5,Temu
hectic,1,Temu
UN like app,5,Temu
not best app,1,Temu
pretty good,5,Temu
many unuseful ads,1,Temu
Number 1 Alibaba,3,Temu
not good at all time,5,Temu
great deals,5,Temu
fazool app,1,Temu
"price shown in picture low when you buy they increased price, bad experience",1,Temu
nice platform,4,Temu
love the prices and the product..,5,Temu
it's not bad at all,4,Temu
i love it,5,Temu
Very good,5,Temu
"got scammed, the help is AI and useless",1,Temu
very nice app,5,Temu
Amazing,5,Temu
excellent,5,Temu
this app is showing too much advertising,1,Temu
plz dilt kr d o,1,Temu
thy needed to let a person bye one itum,2,Temu
stop appearing,1,Temu
"Extremely bad, this advert keeps popping up destructing phone use",1,Temu
Orderd many time half the times left 500$ deposits never got my fins.Looking for 10 softtops surfboards 7 foot and 8 foot i pay 98$ each from Costco's can you beat it?,1,Temu
I still waiting my request order,5,Temu
Wow,5,Temu
good,5,Temu
good,5,Temu
not sure,1,Temu
announcement for all devotees that we can also by vaikuntavani in this,5,Temu
nice,5,Temu
good but slowly I want to selling my items can't post images 😭 why,3,Temu
fast class prodect,5,Temu
details naraated clearly,5,Temu
it was nice use the app,4,Temu
"Very good apps,easy to use and very effective in sourcing for ones needs. I have been sourcing from Alibaba for over ten years and it has never failed.",5,Temu
not that bad but the price are high oh for my gradauther she wanted to buy a mini cars,4,Temu
ohhhhh wonderful,5,Temu
best app,5,Temu
love you,5,Temu
Thankyou,5,Temu
ok,5,Temu
best for worldwide,4,Temu
goid,5,Temu
"Will NOT STOP SENDING EMAILS AFTER UNSUBSCRIBE, PAUSE, SPAM AND REPORTED!!",1,Temu
ممتاز,5,Temu
Quality goods and affordable,5,Temu
try it i guess,5,Temu
great app love all the great deals,1,Temu
love it,5,Temu
not done using it yet but I think some prices are not updated,3,Temu
I hate it,1,Temu
easy,5,Temu
"fake discounts and offers. When you finish entering all data it says, offer expired. Cancel purchase and offer active again, buy again, offer expired",1,Temu
"this app is controlled by group of scammers, whenever you order something it arrives the wrong ones, especially if it's something they've had for past yrs, pathetic!",1,Temu
Excellent,5,Temu
amazing app,5,Temu
fabulous apk and b2b marketing place,5,Temu
good,5,Temu
greate shopping hub b2b,5,Temu
excellent as long as you know how to shop,5,Temu
wow,5,Temu
good,5,Temu
not now i just start,2,Temu
great sales experience,5,Temu
I am trying to get help with yall on the xcuvacter the gray one but all I can get is a store that sells everything but what I am looking for,1,Temu
best,5,Temu
I didn't want it,1,Temu
good,5,Temu
Superb service and quality,5,Temu
very irritating to use,1,Temu
oriental GODS,5,Temu
very good,5,Temu
this apps helps alot to get some stuff and yo start a small business,5,Temu
bad up,1,Temu
very good and cheap,4,Temu
it's so good,5,Temu
"perfect alibaba , safe and wide base of suppliers",5,Temu
Good for me,5,Temu
excellent,5,Temu
ganggu,1,Temu
nice app🙂,5,Temu
"If I tried to search, the app freezes. Doesn't work at all.",1,Temu
"Just started using it, love how the prices are already converted in to png kina. ✌️🙏",4,Temu
baad,1,Temu
Easy to use. good recommendation. very good sellers and quick response.,5,Temu
আমার কাছেএবং দেশ বাষীর কাছে কমে দ্রত কেনাকাটার করার মাদ্যম,5,Temu
disturbing 😧😳😧😳😧,1,Temu
like to try,4,Temu
I hate this app because of adds Im get for it,1,Temu
the best app,5,Temu
best online platform for b2b ever ..,5,Temu
don't waste your time getting stuff there most of them are a scam I ordered a pair of designer jeans there and he ghosted me he just took my money and never shipped I even asked the ailibaba for help and they didnt do anything other than 10 percent credit back when. I spend $40 the guys business looked legit to which made me wanna buy do watch out there ppl🤦🏽🙄,1,Temu
too repetitive on my time line,1,Temu
very good,4,Temu
worst application full of scammers,1,Temu
scam,1,Temu
my experience was okay,5,Temu
Great app and easy shopping.,5,Temu
Amazing,5,Temu
minimalistic navigation,5,Temu
Easy to access your needs.,5,Temu
great app,5,Temu
great,5,Temu
app won't load results,1,Temu
best app,5,Temu
good app,5,Temu
perfect app,4,Temu
so far so.good,5,Temu
It is what it is.,5,Temu
hello is the best,5,Temu
ad contents are cut off,1,Temu
this is like a virus. dont create account with your main enail address. you cant stop spam emails. or delete account. i cant trust this trust .. no way.,1,Temu
awesome,5,Temu
great app,5,Temu
good,5,Temu
Great AO,5,Temu
good but shipping price is high,4,Temu
Good for online business and products search 👌.,4,Temu
real app no fake,5,Temu
great....app.,5,Temu
wow very excellent and real,5,Temu
easy to access,5,Temu
I'll tell you again I don't like it could you get it off of my phone I am not interested at all really.,1,Temu
I like the app. it is very smooth and easy to navigate.,4,Temu
Great price and deals,5,Temu
Good online market,5,Temu
yaa it's good value for money,5,Temu
perfect,3,Temu
very good experience,5,Temu
i liked it,5,Temu
V nice,5,Temu
it is nice,5,Temu
super,4,Temu
good,5,Temu
usable,5,Temu
good,5,Temu
buyers beware they will scam you out of money! cancel your order and refund only a portion of what you paid..,1,Temu
always ask for updates,1,Temu
"Beautiful company productivity, on different levels of product development and experience.",5,Temu
good,1,Temu
still figuring it out but so far everything is looking good 💯,3,Temu
great app..,5,Temu
wont let me delete my account,1,Temu
poor,1,Temu
very professional 👏,5,Temu
alibaba is the most authentic seller platform.,5,Temu
great,3,Temu
nice,3,Temu
There are a lot of so called certified accounts who catfish you with one price and have a completely different price when you talk to them.,2,Temu
all orders come with speed,4,Temu
price is best,5,Temu
"do not trust Alibaba, it's absolutely scammer",1,Temu
daily crashing ang hangs of the app,3,Temu
💖,5,Temu
good,5,Temu
amazing,5,Temu
I love it ❤️,5,Temu
I can't open to see any items. it keeps on prompting the product is currently unavailable. how can I review the products if I cannot view it?,1,Temu
nice,5,Temu
loved it,5,Temu
so good app i like it🤩,5,Temu
Ok,5,Temu
I don't like it.,2,Temu
no item is listed as available,1,Temu
good,5,Temu
perfecto,5,Temu
best app for chinese procurement,5,Temu
only download if you don't mind getting spam mail everyday. I did thay mistake a few month ago and writing this after more than 2000 spam emails. 🤮,1,Temu
awesome app,5,Temu
🎉,5,Temu
v good,5,Temu
best experience,5,Temu
always just the product I'm looking for and when it's not they send me a refund and usually don't even expect me to pay to return it.,5,Temu
superb,5,Temu
hi my first time play app,5,Temu
nice app,5,Temu
lovely 🌹😍,5,Temu
good 👍,4,Temu
This application please remove Google history only supply for china,1,Temu
Cool,5,Temu
very disturbing adds,1,Temu
good buyer website I like it very much,5,Temu
Beautiful ❤️,5,Temu
when i check the item it says not available... it's like there is no legit item here,1,Temu
"I went to buy something for the first time today. At first it seemed like a good deal on a bunch of small things for about $250.00 or so. They showed the total shipping of 54.00 with a $20 first time buyer discount (🤣sure) so shipping was now $34.00. Then they charge 8.00 to process my credit card. Wait for the slickness. Right before you enter your card information they snuck in an $80.00 import charge. So, approx $250.00 of goods would cost 122.00 to get it here. All set. buyer beware.",1,Temu
excellent,5,Temu
great product line,4,Temu
take too long,1,Temu
amazing,5,Temu
I'm not sure yet,4,Temu
nice app,5,Temu
Good app,5,Temu
it's nice,5,Temu
best products at best prices,5,Temu
Good app,4,Temu
it's something bad but so better.,4,Temu
all products are available so nice app,5,Temu
Doesn't work,1,Temu
easy purchase for anything I want awesome..,5,Temu
"i really love alibaba, it has convient and afforable deals.. thanks Alibaba.",5,Temu
Nice and very helpful Application.,5,Temu
i don't want adds🤧🤧🤧🚮🚮you are destructing my work on this phone 💔💔,1,Temu
worst experience ever,1,Temu
100% protection on buyers. I love it,5,Temu
ok,5,Temu
pretty darn cool,5,Temu
easy to purchase,5,Temu
It's absolutely splendid!! 😍❤️,5,Temu
Trash!!!,1,Temu
nothing available in my country,1,Temu
good app,5,Temu
awesome s*** on here you get what you want,5,Temu
best app,5,Temu
I here my uncle say this sight of online shopping works for him but I also want to test it personally. But am just afraid of some few things: If it is trustable in terms of delivery. where to report in case of failer of items especially electrical items or if the money is refundable. how long do goods keep in transit especially up to Uganda..,4,Temu
nice,4,Temu
best one,5,Temu
good 👍😊🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🇨🇮❤️‍🩹❤️‍🩹❤️‍🩹❤️‍🩹❤️‍🩹🇨🇮🇨🇮🇨🇮🇨🇮🇨🇮🇨🇮🇨🇮🇨🇮,5,Temu
I need to uninstall to use the mobile site. the app just freezes and I have to navigate away to see the text im typing or where the page is after I scroll,1,Temu
this app is the best,5,Temu
nice,4,Temu
boring add,1,Temu
"I'm deleting the app ASAP, the vendors are rude and cheats , how can you purchase and cannot return or replace when it not the appropriate item?",3,Temu
stop interrupting me,1,Temu
best,4,Temu
it's a reliable business app to use when exporting or importing goods on air or with sheeping,5,Temu
I hate it,1,Temu
good,3,Temu
amazing I have not used it all because it is not so easy to use,5,Temu
"Application freezing. Samsung S23. I do not remember when i see that applucation freeze. it does not crash but stop responding, than click few times back than it's working.",4,Temu
"The app is VERY glitchy. Can't search properly, nothing loads, pages freeze. terrible experience.",1,Temu
love it,5,Temu
good shopping place,5,Temu
nice app,5,Temu
not latest products,4,Temu
Good Performance 👍,5,Temu
"every item i try and even view or look at is unavailable, then why is still selling, is everything fake cause why is every page unable",1,Temu
very disturbing,1,Temu
seemless,5,Temu
cool,5,Temu
"I made my first purchase on here, nothing has been sent. the supplier was trying to charge me postage and taxes twice. was told they have to use a different courier as the items are copyrighted. because I refused im now being ignored and refused a refund, i have to wait days for alibaba to even step in. I am reporting this to the police. avoid CZ Toys.",1,Temu
app wont load and cant sign in,1,Temu
it's a nuisance,1,Temu
good,3,Temu
I love this app,5,Temu
"It shows the time when you send a message. But it never shows the time & dates when you receive the message. I find this disturbing. When I received the email some of my email pictures/video, no downloading",4,Temu
great,5,Temu
rip off,1,Temu
peaceful,5,Temu
not good fake application,1,Temu
very good,5,Temu
"I've been on Alibaba for 10 years, its the best app for business",5,Temu
Great experience,5,Temu
it's a nice game,5,Temu
it's much safer and easy,5,Temu
too many ads,1,Temu
I was brought here by that stupid game it's not funny by the way... it's a nuisance,1,Temu
This app is scam i oderded S25 ultra and pay 20000$ but odder is not recive i report on alibaba but it not help delete this app and downlod (ALIBABA EXPRESS),1,Temu
i like this page,5,Temu
great prices satisfaction guaranteed,5,Temu
"Overall a great app with a lot of products. It can be challenging to navigate sometimes but I think sometimes it's because of the sellers not giving comprehensive information about their products and services. But it gives us access to a huge market with favourable prices although often the shipping cancels out the great prices, especially to my part of the world.",4,Temu
"After The update using AI , I can't look for products now, it doesn't download the page. Please fix it. Thanks",1,Temu
Best in my views,5,Temu
gandi app,1,Temu
Alibaba is very marvelous,5,Temu
good,5,Temu
I love them,5,Temu
love,4,Temu
superb! app,5,Temu
to much pop up,1,Temu
good,5,Temu
Good app for business,5,Temu
iko vizuri,5,Temu
"very acurate, product, should they provide a loan for a costumer to gain more order, and more profit to them,",5,Temu
best service,5,Temu
your prices are high. nit showing priceat our doorstep.uor prices are without rexes,1,Temu
nice,5,Temu
perfect,5,Temu
good,5,Temu
"whatever item I choose is always currently unavailable, I cant even buy anything. Totally waste of time",1,Temu
alibaba is very good,5,Temu
super,5,Temu
great app,5,Temu
good. lots of stuff to My liking. have not had a chance to experience actuall perching..,4,Temu
sab say bekar plat form hay,1,Temu
i dislike it,1,Temu
very bad. i didn't expect quality but I did expect to receive all my packages and I did expect the watches to come with chargers as it isn't a standard charger. I've lost almost £100 don't waste your time and money with this company. i have tried to contact Alibaba about the issues I've had but had no luck. I'm still at a loss and have a box of watches that don't work and still didn't receive my other package.,1,Temu
Good,5,Temu
Love it,5,Temu
muito bom para mim,5,Temu
"Bad,,After placing the order, no one responded to the messages, and then after requesting a refund, they didn't refund the money but deducted it from my account again. Major scam platform",1,Temu
nice,5,Temu
bad,1,Temu
Great app. Affordable shopping.,5,Temu
I am currently testing Alibaba platform hope is going to be great.,4,Temu
"inappropriate ads keep showing, its not even related to the things ive searched for. I've even changed the ads preferences but it keeps showing",1,Temu
Bad,1,Temu
still testing the app so we just gonna wait and edit later,4,Temu
Super,5,Temu
good,4,Temu
This is the best app to purchase your things and trustworthy,4,Temu
"ALIBABA ARE SCAMMERS! They trick you into buying stuff with misleading advertising and will not give you a refund via your original payment method, when I payed using PayPal they insisted that I give them all my banking information. don't trust the private seller and don't even trust the company itself. Alibaba refuses to take any responsibility for anything bought or sold on their site and the support team is of no help. they will end the chat mid conversation. DO NOT USE!",1,Temu
we need alibaba in Nepal 🇳🇵 too please 🙏,3,Temu
Used this to find Electronics Deals and Compare Prices The Selection is huge and Prices are Competitive Found Some Really good deal The UI People Found this Help ful,5,Temu
perfect application,5,Temu
it's great 👍,5,Temu
very awful,5,Temu
great,4,Temu
Product availability and rate reliable,5,Temu
excellent,5,Temu
i love it very nice good 🥳❤️❤️,5,Temu
bien mais pourquoi ils ne proposent pas de personnaliser le thème ? parce que le thème blanc est très éblouissant pour les yeux.,4,Temu
I'm Aliyu Abdullahi from Nigeria Bauchi state Ningi LGA. I'm very appreciated about how you're making work. keep it up.,5,Temu
All the items not available going to other pages only waist of time.,1,Temu
"very poor service anything I select to buy they says page unavailable , if page not available then why you are showing us.., i search a lot of items and purchase nothing due to this issue , waste of time . i delete it. unsatisfied",1,Temu
it's a very nice site to get to see and I'm happy to get to go back,5,Temu
best app no comment,5,Temu
everything is cheap!,5,Temu
cant loook ata dangamn thing,1,Temu
"One of the suppliers scammed me and Alibaba did nothing, this app does not work for us Africans.....Just because the supplier I was dealing was their fellow race.... because I was told to return the package, I lost both the money and the wig...it's pathetic it's pathetic it's pathetic it's pathetic 😡😡",1,Temu
easy to use,4,Temu
now available in India,5,Temu
makes things easier,5,Temu
its the best app if you wanna shop online,5,Temu
good f,5,Temu
good 👍,4,Temu
the best app ever,5,Temu
it's disgusting,1,Temu
good,5,Temu
the app keeps freezing up,2,Temu
Good,5,Temu
so international with reduced prices 🤩🎯,5,Temu
nice,1,Temu
it's good things are affordable,5,Temu
Had an item priced at $4.10 went to check out after they got my information total was over $300 for simple China made items! i can buy the same exact product for under $12 on Amazon! Ridiculous Waste of time!,2,Temu
world is the famous app,5,Temu
great site great sellers easy transactions,5,Temu
this best app,4,Temu
a lot of adverts,1,Temu
getting better the more I use it. I like that feeling.,5,Temu
simple business,4,Temu
samsung A30 good mouse good,5,Temu
I m so impressed on your products...,5,Temu
love it,5,Temu
Don't waste your time.,1,Temu
very reliable,5,Temu
good,2,Temu
extraordinary,5,Temu
The app hasn't been working properly since the update. Constant page freezing leading to restarting my phone in order for it to work. This makes me skeptical to make purchases due to this issue. 3 stars because of this,3,Temu
love it,5,Temu
stop,1,Temu
التحديث سيء جدا,1,Temu
is good and nice,5,Temu
"this should be closed down, all they do is take advantage of people and end up coning them",1,Temu
Great app,5,Temu
good prices,5,Temu
good,5,Temu
very annoying with alot of ads each and every second,1,Temu
great,5,Temu
think you Alibaba,5,Temu
stupid,1,Temu
good,4,Temu
உலக வணிகத்தின் நுழைவு வாயில் / Gateway to world trade /全球贸易的门户,5,Temu
everything you got in this app...I love it,5,Temu
It's good,3,Temu
good,4,Temu
"Try to order some items from Alibaba from China. when I try to pay for it. it shows my IP address in China. Just WASTED my time, and don't know where to get help.",1,Temu
MOQ....,4,Temu
Its looking good,5,Temu
very good,5,Temu
thes price so low,5,Temu
I Got Scam From This Apps Please Dont Buyer Item From This Apps,1,Temu
its good but it freezes alot,1,Temu
good experince,5,Temu
"Buyer beware. Alibaba is a marketplace for Chinese scammers, counterfeiters and con artists to defraud western buyers. Absolutely no refunds. If you actually receive your order, it will be of low quality rendering it useless. Massive background data usage when app is not in use. Uninstall.",1,Temu
superp app,5,Temu
poor services try to checkout says your order can't....the sellers takes like 2_5days to answer you not good at all,1,Temu
sad,1,Temu
good app,5,Temu
nice app,5,Temu
rip off 😪 took me a while to realise after buying retail 24c only to see it go silver.,1,Temu
good,4,Temu
The Ai search is very slow in processing your search,1,Temu
good,5,Temu
great,4,Temu
Good,5,Temu
Trade assurance is a scam to scam you. Order phone xiaomi 17 pro max all i got was a trimmer and phone cover. No one is responding. Good luck with reaching alibaba customer support.,1,Temu
I'm happy it's very important,5,Temu
😊 FUN,5,Temu
very good 😊,4,Temu
"Nice and trusted app.. Good app for finding wholesale products at competitive prices. Easy to browse, but shipping time can be a bit long but still acceptable.. Thanks..👍👍",5,Temu
everything is frozen once you click on the different sections of the app can't scroll up or down & can't always click on the items you want the app rn is extremely difficult to navigate I don't like this new update at all i think it's time for another update,1,Temu
Good,5,Temu
"I do not like it and didn't ask or order it ! I don't like this being crammed down my throat trying to get me to use the app so I can buy cheap Chinese junk that's worthless . Thanks but NO THANKS...! I can easily drive to Walmart and buy the same old stuff that's made in China. It's usually thrown away, ends up in the trash can !",4,Temu
"so far, so good",5,Temu
just now looking at it and it's pretty cool I'll give you a better rating after I'm done buying stuff,4,Temu
Help fully app is alibaba .,5,Temu
One of the best new commerce and startups for all nationalists. Thanks,4,Temu
disturbing,1,Temu
boring,1,Temu
All my inquiries are answered in time...,5,Temu
Satisfactory,5,Temu
Super Shopping site,5,Temu
nice,5,Temu
terrific is what i say 👏 😀.,4,Temu
good,5,Temu
I am getting delta it sucks idk it says to discover and I did and its not working,1,Temu
ordered rep colognes very good and smooth process just not a 5 star,4,Temu
sometimes you find what you you the not so much,3,Temu
Brilliant 100% 🥰🤞🏽,5,Temu
good for import&export business,4,Temu
best,5,Temu
bad apps,5,Temu
It gave me some many notifications,1,Temu
Now I knew how Jack Ma the richest chinese in this planet make dirty money. I had my first order from here and the seller sent me reject damaged item and pretended that the damaged was done by courier. I lost my RM360 (USD90) to Jack Ma! Thank you!,1,Temu
product prices a relatively fair but when it comes to shipping they over exaggerate fees when u compare with similar apps what really hikes your shipping fees compared to other sites and apps,1,Temu
soo good,5,Temu
they don't reply my question and not discount 😭😭😭😭,1,Temu
"Want to wait several weeks for products of iffy quality? alibaba got you covered. Do you want your information to show up on the Dark web? alibaba has got your back! do you want to deal with robotic customer service and have a terrible overall experience? alibaba all the way! I've deal with Ali Express and Temu. It's all junk, but at least ali express gets it to you in a reasonable amount of time. alibaba charges the same then makes you wait. buying from them was a terrible experience.",1,Temu
nice,3,Temu
Great,4,Temu
very good,4,Temu
"it's a good app, there are no scammers",1,Temu
good,5,Temu
your ads are so boring,1,Temu
Excellent,5,Temu
Excellent shop,5,Temu
it sucks,1,Temu
great,5,Temu
good,4,Temu
simply the best,5,Temu
great,5,Temu
good,5,Temu
how I withdraw money 💰,5,Temu
"Amazing! So thankful 🙏 💓 🙌 for communication, shipping, open minds and great prices to get The Universe Better together!",5,Temu
bekar faxool,1,Temu
جوهرة,5,Temu
good,5,Temu
good,5,Temu
Plenty of fun shopping,5,Temu
Alibaba the solution for world markets and business.,5,Temu
"False advertising - Don't follow through on Full Refunds--- Supplier confirmed stock before payment, then said the item was out of stock after I paid. Now they refuse to refund the full amount including processing fees even under Trade Assurance. Very disappointing buyer protection experience. Alibaba refuses to follow their own policy on the refund.",1,Temu
So good!.👌❤️🇮🇹⚓️🙏,5,Temu
awesome site great site so much to choose from very helpful staff,5,Temu
I've ordered a pressure washer and 3 chain saws and haven't received not one thing this site is a scam I'm turning u in to the US attorney generals officce,5,Temu
awesome app,5,Temu
Exquisite!,5,Temu
the item prices are good but the delivery charge makes the item more expensive than buying from a local shop using a private jet.,2,Temu
Nuisance and misbehaving,1,Temu
ad is irritating,1,Temu
I like this app cuz it's fast and reliable,5,Temu
it's good for me and u too,5,Temu
cheap,1,Temu
love it,5,Temu
Not sure yet but I want to trying my best,5,Temu
ok,4,Temu
nice app,3,Temu
"I came here and installed the app for the first time and for my first purchase they asked me for $6.5 in postage, $4 in taxes and I have to go to the pier and do the shipping and delivery myself. What does that mean? My total purchase is $7 and I have to spend $11 to get it to my country. And from the beginning, whether I can find it or not is really funny. I suggest you review the sales system so that more people can log in, otherwise I'm gone, goodbye 👎👎🖐🖐",1,Temu
I like it so much and it's so cheep,5,Temu
"ordered something for $300. item says it got delivered. checked and found out it got stolen. requested refund. got denied refund because order was marked ""complete."" deleted app. this all happened on the first day of me making a account for this app. there are better options out there.",1,Temu
easy to use,3,Temu
good,5,Temu
Great,5,Temu
it's good now because you have removed those huge shipping fees and platform fees. But some suppliers are wicked.,3,Temu
awesome 👌,3,Temu
very good,5,Temu
Good produect in picture,5,Temu
wonderful,5,Temu
great,5,Temu
good 👍,5,Temu
it rocks,5,Temu
great app,4,Temu
very low pricing on products the cheapest around although shipping takes a while standard shipping but they have other shipping methods also.,5,Temu
very interesting,5,Temu
Good app,5,Temu
no experience at all no one to help me with the order..,1,Temu
easy transaction wide variety of products,5,Temu
